Frame,Timecode,Delta RGB,Delta Frame
892,00:29.7,75.52362413,0.39344184
893,00:29.8,75.69652778,0.172903646
894,00:29.8,76.19245226,0.495924479
895,00:29.8,76.62420139,0.431749132
896,00:29.9,76.63272569,0.008524306
897,00:29.9,76.82620226,0.193476562
898,00:29.9,77.93706597,1.110863715
899,00:30.0,78.86165365,0.924587674
900,00:30.0,79.47056424,0.60891059
901,00:30.0,79.46500868,-0.005555556
902,00:30.1,79.82563802,0.36062934
903,00:30.1,79.72041667,-0.105221354
904,00:30.1,79.09450955,-0.625907118
905,00:30.2,78.41862847,-0.675881076
906,00:30.2,78.4162934,-0.002335069
907,00:30.2,77.54790365,-0.868389757
908,00:30.3,76.36739149,-1.180512153
909,00:30.3,75.75035156,-0.617039931
910,00:30.3,75.65110243,-0.099249132
911,00:30.4,75.64517361,-0.005928819
912,00:30.4,76.32213976,0.676966146
913,00:30.4,76.89323785,0.57109809
914,00:30.5,76.69384115,-0.199396701
915,00:30.5,77.2206684,0.526827257
916,00:30.5,77.22491753,0.004249132
917,00:30.6,77.48799913,0.263081597
918,00:30.6,77.94103733,0.453038194
919,00:30.6,78.43638021,0.495342882
920,00:30.7,78.59096354,0.154583333
921,00:30.7,78.59235677,0.001393229
922,00:30.7,79.01627604,0.423919271
923,00:30.8,79.89032118,0.874045139
924,00:30.8,81.21945747,1.329136285
925,00:30.8,82.9089974,1.689539931
926,00:30.9,82.90763889,-0.001358507
927,00:30.9,84.50114583,1.593506944
928,00:30.9,86.78866319,2.287517361
929,00:31.0,87.71894965,0.930286458
930,00:31.0,87.83133247,0.112382813
931,00:31.0,87.8347092,0.003376736
932,00:31.1,87.88925347,0.054544271
933,00:31.1,88.0671441,0.177890625
934,00:31.1,88.16234375,0.095199653
935,00:31.2,88.58943142,0.427087674
936,00:31.2,88.59358941,0.004157986
937,00:31.2,90.54127604,1.947686632
938,00:31.3,91.47491753,0.933641493
939,00:31.3,91.87632378,0.40140625
940,00:31.3,92.25250868,0.376184896
941,00:31.4,92.25737847,0.004869792
942,00:31.4,92.72863715,0.471258681
943,00:31.4,93.24472222,0.516085069
944,00:31.5,94.03159288,0.78687066
945,00:31.5,93.62639757,-0.405195312
946,00:31.5,93.62610677,-0.000290799
947,00:31.6,94.56779948,0.941692708
948,00:31.6,96.0262934,1.458493924
949,00:31.6,95.95697049,-0.069322917
950,00:31.7,95.89526476,-0.061705729
951,00:31.7,95.88258681,-0.012677951
952,00:31.7,96.1074566,0.224869792
953,00:31.8,96.84302517,0.735568576
954,00:31.8,98.14920573,1.306180556
955,00:31.8,99.05110243,0.901896701
956,00:31.9,99.04151476,-0.009587674
957,00:31.9,99.75407552,0.712560764
958,00:31.9,98.59966146,-1.154414063
959,00:32.0,96.96878472,-1.630876736
960,00:32.0,96.21560764,-0.753177083
961,00:32.0,96.21117622,-0.004431424
962,00:32.1,95.30930556,-0.90187066
963,00:32.1,93.93595052,-1.373355035
964,00:32.1,92.60411458,-1.331835938
965,00:32.2,92.19186198,-0.412252604
966,00:32.2,92.14835938,-0.043502604
967,00:32.2,92.19394531,0.045585938
968,00:32.3,91.99289497,-0.201050347
969,00:32.3,92.28735243,0.294457465
970,00:32.3,92.01802517,-0.269327257
971,00:32.4,92.0156684,-0.002356771
972,00:32.4,90.95289063,-1.062777778
973,00:32.4,90.46184896,-0.491041667
974,00:32.5,90.43883681,-0.023012153
975,00:32.5,90.76733507,0.328498264
976,00:32.5,90.7683724,0.001037326
977,00:32.6,91.49363715,0.725264757
978,00:32.6,91.1849349,-0.308702257
979,00:32.6,90.75811198,-0.426822917
980,00:32.7,89.98221788,-0.775894097
981,00:32.7,89.97960503,-0.002612847
982,00:32.7,89.69437066,-0.285234375
983,00:32.8,89.6758724,-0.018498264
984,00:32.8,88.37375434,-1.302118056
985,00:32.8,87.56788194,-0.805872396
986,00:32.9,87.56696615,-0.000915799
987,00:32.9,87.45636285,-0.110603299
988,00:32.9,88.42694878,0.970585938
989,00:33.0,88.95986979,0.532921007
990,00:33.0,89.00605903,0.046189236
991,00:33.0,88.99302083,-0.013038194
992,00:33.1,89.13921441,0.146193576
993,00:33.1,88.07656684,-1.062647569
994,00:33.1,87.10167101,-0.974895833
995,00:33.2,87.23671875,0.135047743
996,00:33.2,87.23473958,-0.001979167
997,00:33.2,87.01700955,-0.217730035
998,00:33.3,86.21523438,-0.801775174
999,00:33.3,85.59857639,-0.616657986
1000,00:33.3,85.11147135,-0.487105035
1001,00:33.4,85.10543837,-0.006032986
1002,00:33.4,84.86050347,-0.244934896
1003,00:33.4,84.66695313,-0.193550347
1004,00:33.5,84.00814236,-0.658810764
1005,00:33.5,83.64332031,-0.364822049
1006,00:33.5,83.64300347,-0.00031684
1007,00:33.6,83.27606771,-0.366935764
1008,00:33.6,82.85424479,-0.421822917
1009,00:33.6,82.94582031,0.091575521
1010,00:33.7,82.76917101,-0.176649306
1011,00:33.7,82.76564236,-0.003528646
1012,00:33.7,82.8306467,0.06500434
1013,00:33.8,82.68028646,-0.150360243
1014,00:33.8,82.20980035,-0.470486111
1015,00:33.8,81.74813368,-0.461666667
1016,00:33.9,81.74571181,-0.002421875
1017,00:33.9,81.12052951,-0.625182292
1018,00:33.9,80.51182726,-0.608702257
1019,00:34.0,80.2259375,-0.285889757
1020,00:34.0,79.50311632,-0.722821181
1021,00:34.0,79.50333767,0.000221354
1022,00:34.1,79.23227865,-0.271059028
1023,00:34.1,79.49067274,0.258394097
1024,00:34.1,79.84975694,0.359084201
1025,00:34.2,79.95471354,0.104956597
1026,00:34.2,79.9525651,-0.002148438
1027,00:34.2,80.23083333,0.278268229
1028,00:34.3,80.38990885,0.159075521
1029,00:34.3,80.68903212,0.299123264
1030,00:34.3,80.62782986,-0.061202257
1031,00:34.4,80.6461849,0.018355035
1032,00:34.4,80.30863715,-0.337547743
1033,00:34.4,80.0577474,-0.250889757
1034,00:34.5,79.60327691,-0.454470486
1035,00:34.5,78.83908854,-0.764188368
1036,00:34.5,78.83673611,-0.002352431
1037,00:34.6,78.17991753,-0.656818576
1038,00:34.6,77.40708767,-0.772829861
1039,00:34.6,76.93209201,-0.47499566
1040,00:34.7,76.63977431,-0.292317708
1041,00:34.7,76.63943576,-0.000338542
1042,00:34.7,76.21602431,-0.423411458
1043,00:34.8,75.88312066,-0.332903646
1044,00:34.8,75.70250868,-0.180611979
1045,00:34.8,75.21594618,-0.4865625
1046,00:34.9,75.20486111,-0.011085069
1047,00:34.9,74.70514757,-0.499713542
1048,00:34.9,74.67492622,-0.030221354
1049,00:35.0,74.6999566,0.025030382
1050,00:35.0,74.47841146,-0.221545139
1051,00:35.0,74.46805122,-0.010360243
1052,00:35.1,74.41466146,-0.053389757
1053,00:35.1,74.54069444,0.126032986
1054,00:35.1,74.59946181,0.058767361
1055,00:35.2,74.67596354,0.076501736
1056,00:35.2,74.66288628,-0.013077257
1057,00:35.2,74.48866753,-0.17421875
1058,00:35.3,74.34367622,-0.144991319
1059,00:35.3,74.44782118,0.104144965
1060,00:35.3,74.24330295,-0.204518229
1061,00:35.4,74.20745226,-0.035850694
1062,00:35.4,74.37365451,0.166202257
1063,00:35.4,74.20757813,-0.166076389
1064,00:35.5,74.32801649,0.120438368
1065,00:35.5,74.27096354,-0.057052951
1066,00:35.5,74.26536458,-0.005598958
1067,00:35.6,74.24881076,-0.016553819
1068,00:35.6,74.25791233,0.009101563
1069,00:35.6,74.47636719,0.218454861
1070,00:35.7,74.46762153,-0.00874566
1071,00:35.7,74.46110677,-0.006514757
1072,00:35.7,74.34605035,-0.115056424
1073,00:35.8,74.52760417,0.181553819
1074,00:35.8,74.54897569,0.021371528
1075,00:35.8,74.15986979,-0.389105903
1076,00:35.9,74.16135417,0.001484375
1077,00:35.9,74.26975694,0.108402778
1078,00:35.9,74.11751302,-0.152243924
1079,00:36.0,74.04143663,-0.076076389
1080,00:36.0,74.13554253,0.094105903
1081,00:36.0,74.12575521,-0.009787326
1082,00:36.1,74.32346788,0.197712674
1083,00:36.1,74.26708333,-0.056384549
1084,00:36.1,74.12223958,-0.14484375
1085,00:36.2,74.20373698,0.081497396
1086,00:36.2,74.20043837,-0.003298611
1087,00:36.2,74.29607205,0.095633681
1088,00:36.3,73.99519965,-0.300872396
1089,00:36.3,73.8405599,-0.154639757
1090,00:36.3,73.71936632,-0.121193576
1091,00:36.4,73.7202691,0.000902778
1092,00:36.4,73.65663194,-0.063637153
1093,00:36.4,73.61640625,-0.040225694
1094,00:36.5,73.44930122,-0.167105035
1095,00:36.5,73.30048177,-0.148819444
1096,00:36.5,73.30085069,0.000368924
1097,00:36.6,73.17948785,-0.121362847
1098,00:36.6,73.11337674,-0.066111111
1099,00:36.6,73.05539497,-0.057981771
1100,00:36.7,72.72403212,-0.331362847
1101,00:36.7,72.7250651,0.001032986
1102,00:36.7,72.64954861,-0.075516493
1103,00:36.8,72.6762283,0.026679687
1104,00:36.8,72.56806858,-0.108159722
1105,00:36.8,79.64967882,7.081610243
1106,00:36.9,79.64916667,-0.000512153
1107,00:36.9,88.36996528,8.720798611
1108,00:36.9,108.820013,20.45004774
1109,00:37.0,116.5603038,7.740290799
1110,00:37.0,127.1835547,10.62325087
1111,00:37.0,127.1855512,0.001996528
1112,00:37.1,136.0958767,8.910325521
1113,00:37.1,147.4332292,11.33735243
1114,00:37.1,155.2758724,7.842643229
1115,00:37.2,163.748533,8.47266059
1116,00:37.2,163.7578429,0.009309896
1117,00:37.2,175.088737,11.3308941
1118,00:37.3,183.5489497,8.460212674
1119,00:37.3,194.9091319,11.36018229
1120,00:37.3,201.5843403,6.675208333
1121,00:37.4,201.6460764,0.061736111
1122,00:37.4,214.5092318,12.86315538
1123,00:37.4,224.3430425,9.833810764
1124,00:37.5,233.6441189,9.301076389
1125,00:37.5,242.1094618,8.465342882
1126,00:37.5,242.1240321,0.014570313
1127,00:37.6,252.3655903,10.24155816
1128,00:37.6,252.3652908,-0.000299479
1129,00:37.6,252.3878819,0.022591146
1130,00:37.7,252.3852561,-0.002625868
1131,00:37.7,252.3859592,0.000703125
1132,00:37.7,252.3826693,-0.003289931
1133,00:37.8,252.3838368,0.001167535
1134,00:37.8,252.4017101,0.017873264
1135,00:37.8,252.4117578,0.010047743
1136,00:37.9,252.4116927,-6.51E-05
1137,00:37.9,252.4200998,0.008407118
1138,00:37.9,252.5111545,0.091054687
1139,00:38.0,252.5110156,-0.000138889
1140,00:38.0,252.5118576,0.000842014
1141,00:38.0,252.5116016,-0.000256076
1142,00:38.1,252.5111155,-0.000486111
1143,00:38.1,252.5108854,-0.000230035
1144,00:38.1,252.5107639,-0.000121528
1145,00:38.2,252.5108854,0.000121528
1146,00:38.2,252.5107639,-0.000121528
1147,00:38.2,252.5108854,0.000121528
1148,00:38.3,252.5107639,-0.000121528
1149,00:38.3,252.5108854,0.000121528
1150,00:38.3,252.5158507,0.004965278
1151,00:38.4,252.5166493,0.000798611
1152,00:38.4,252.516059,-0.000590278
1153,00:38.4,252.5155425,-0.000516493
1154,00:38.5,252.5151563,-0.000386285
1155,00:38.5,252.5149783,-0.000177951
1156,00:38.5,252.5151563,0.000177951
1157,00:38.6,252.5149783,-0.000177951
1158,00:38.6,252.5151563,0.000177951
1159,00:38.6,252.5149783,-0.000177951
1160,00:38.7,252.5151563,0.000177951
1161,00:38.7,252.5149783,-0.000177951
1162,00:38.7,251.9434028,-0.571575521
1163,00:38.8,251.4799392,-0.463463542
1164,00:38.8,250.5223134,-0.957625868
1165,00:38.8,250.0219184,-0.500394965
1166,00:38.9,250.018776,-0.003142361
1167,00:38.9,249.3815582,-0.637217882
1168,00:38.9,247.9198003,-1.461757813
1169,00:39.0,247.4573611,-0.462439236
1170,00:39.0,246.6971354,-0.760225694
1171,00:39.0,246.6948741,-0.002261285
1172,00:39.1,246.1653906,-0.529483507
1173,00:39.1,245.2822135,-0.883177083
1174,00:39.1,244.7433724,-0.538841146
1175,00:39.2,244.0799913,-0.663381076
1176,00:39.2,244.07148,-0.008511285
1177,00:39.2,243.386224,-0.685256076
1178,00:39.3,242.6199392,-0.766284722
1179,00:39.3,242.0540538,-0.565885417
1180,00:39.3,241.2567101,-0.79734375
1181,00:39.4,241.2518924,-0.004817708
1182,00:39.4,240.8531684,-0.398723958
1183,00:39.4,239.8926042,-0.960564236
1184,00:39.5,239.3828082,-0.509796007
1185,00:39.5,238.7171571,-0.665651042
1186,00:39.5,238.7096224,-0.007534722
1187,00:39.6,238.0714844,-0.638138021
1188,00:39.6,237.2400043,-0.831480035
1189,00:39.6,236.5393359,-0.700668403
1190,00:39.7,235.98898,-0.550355903
1191,00:39.7,235.9831684,-0.005811632
1192,00:39.7,235.3911372,-0.59203125
1193,00:39.8,234.5100998,-0.881037326
1194,00:39.8,234.0057378,-0.504361979
1195,00:39.8,233.3643012,-0.641436632
1196,00:39.9,233.3586155,-0.005685764
1197,00:39.9,232.796671,-0.561944444
1198,00:39.9,231.4007856,-1.395885417
1199,00:40.0,230.9386328,-0.462152778
1200,00:40.0,230.914809,-0.023823785
1201,00:40.0,230.9125043,-0.002304688
1202,00:40.1,230.8059505,-0.106553819
1203,00:40.1,230.8038021,-0.002148437
1204,00:40.1,230.7560894,-0.047712674
1205,00:40.2,230.7497222,-0.006367187
1206,00:40.2,230.7480903,-0.001631944
1207,00:40.2,230.7291102,-0.018980035
1208,00:40.3,230.7292535,0.000143229
1209,00:40.3,230.7244184,-0.004835069
1210,00:40.3,230.6086111,-0.115807292
1211,00:40.4,230.6074653,-0.001145833
1212,00:40.4,230.6020139,-0.005451389
1213,00:40.4,230.6012283,-0.00078559
1214,00:40.5,230.5767925,-0.024435764
1215,00:40.5,230.5741493,-0.002643229
1216,00:40.5,230.5738628,-0.000286458
1217,00:40.6,230.5855599,0.011697049
1218,00:40.6,230.5844488,-0.001111111
1219,00:40.6,230.5839063,-0.000542535
1220,00:40.7,230.584579,0.000672743
1221,00:40.7,230.583763,-0.000815972
1222,00:40.7,230.5838585,9.55E-05
1223,00:40.8,230.5838889,3.04E-05
1224,00:40.8,230.5823872,-0.001501736
1225,00:40.8,230.5835894,0.001202257
1226,00:40.9,230.583533,-5.64E-05
1227,00:40.9,230.5839844,0.000451389
1228,00:40.9,230.5812023,-0.002782118
1229,00:41.0,230.5824913,0.001289062
1230,00:41.0,230.5839887,0.001497396
1231,00:41.0,230.5842535,0.000264757
1232,00:41.1,230.5799696,-0.004283854
1233,00:41.1,230.5802691,0.000299479
1234,00:41.1,230.5801128,-0.00015625
1235,00:41.2,230.5800087,-0.000104167
1236,00:41.2,230.5799957,-1.30E-05
1237,00:41.2,230.5801649,0.000169271
1238,00:41.3,230.5801606,-4.34E-06
1239,00:41.3,230.5804991,0.000338542
1240,00:41.3,230.5818663,0.001367187
1241,00:41.4,230.5824696,0.000603299
1242,00:41.4,230.5807813,-0.001688368
1243,00:41.4,230.5821615,0.001380208
1244,00:41.5,230.5802951,-0.001866319
1245,00:41.5,230.5805469,0.000251736
1246,00:41.5,230.5800651,-0.000481771
1247,00:41.6,230.574796,-0.005269097
1248,00:41.6,230.573533,-0.001263021
1249,00:41.6,230.5713411,-0.00219184
1250,00:41.7,230.5709375,-0.000403646
1251,00:41.7,230.5703082,-0.00062934
1252,00:41.7,230.5677344,-0.002573785
1253,00:41.8,230.5729644,0.005230035
1254,00:41.8,230.5721962,-0.000768229
1255,00:41.8,230.5742274,0.00203125
1256,00:41.9,230.5737109,-0.000516493
1257,00:41.9,230.572717,-0.000993924
1258,00:41.9,230.5735503,0.000833333
1259,00:42.0,230.5717231,-0.001827257
1260,00:42.0,230.5732292,0.001506076
1261,00:42.0,230.5737543,0.000525174
1262,00:42.1,230.5719965,-0.001757812
1263,00:42.1,230.5745139,0.002517361
1264,00:42.1,230.5725304,-0.001983507
1265,00:42.2,230.5731554,0.000625
1266,00:42.2,230.5729514,-0.000203993
1267,00:42.2,230.5729905,3.91E-05
1268,00:42.3,230.572717,-0.000273437
1269,00:42.3,230.5732726,0.000555556
1270,00:42.3,230.5701259,-0.003146701
1271,00:42.4,230.5710938,0.000967882
1272,00:42.4,230.5712196,0.000125868
1273,00:42.4,230.5724349,0.001215278
1274,00:42.5,230.5724826,4.77E-05
1275,00:42.5,230.572283,-0.000199653
1276,00:42.5,230.5726823,0.000399306
1277,00:42.6,230.5675391,-0.005143229
1278,00:42.6,230.5672526,-0.000286458
1279,00:42.6,230.5652865,-0.001966146
1280,00:42.7,230.5663108,0.001024306
1281,00:42.7,230.5663411,3.04E-05
1282,00:42.7,230.5663976,5.64E-05
1283,00:42.8,230.5666667,0.000269097
1284,00:42.8,230.5662109,-0.000455729
1285,00:42.8,230.566237,2.60E-05
1286,00:42.9,230.5661892,-4.77E-05
1287,00:42.9,230.5664844,0.000295139
1288,00:42.9,230.5662674,-0.000217014
1289,00:43.0,230.5655469,-0.000720486
1290,00:43.0,230.5659722,0.000425347
1291,00:43.0,230.5660807,0.000108507
1292,00:43.1,230.5660286,-5.21E-05
1293,00:43.1,230.5661285,9.98E-05
1294,00:43.1,230.5671701,0.001041667
1295,00:43.2,230.5673785,0.000208333
1296,00:43.2,230.5671311,-0.000247396
1297,00:43.2,230.5663715,-0.000759549
1298,00:43.3,230.5663585,-1.30E-05
1299,00:43.3,230.5677561,0.001397569
1300,00:43.3,230.5706727,0.002916667
1301,00:43.4,230.5700825,-0.000590278
1302,00:43.4,230.5735156,0.00343316
1303,00:43.4,230.5728819,-0.000633681
1304,00:43.5,230.5724696,-0.000412326
1305,00:43.5,230.574145,0.001675347
1306,00:43.5,230.5739236,-0.000221354
1307,00:43.6,230.5781467,0.00422309
1308,00:43.6,230.5801866,0.002039931
1309,00:43.6,230.5799957,-0.000190972
1310,00:43.7,230.5800477,5.21E-05
1311,00:43.7,230.5798568,-0.000190972
1312,00:43.7,230.5802387,0.000381944
1313,00:43.8,230.5800694,-0.000169271
1314,00:43.8,230.5802083,0.000138889
1315,00:43.8,230.5801606,-4.77E-05
1316,00:43.9,230.5807075,0.000546875
1317,00:43.9,230.5802951,-0.000412326
1318,00:43.9,230.5802257,-6.94E-05
1319,00:44.0,230.5800391,-0.000186632
1320,00:44.0,230.5803689,0.000329861
1321,00:44.0,230.5801302,-0.000238715
1322,00:44.1,230.5802083,7.81E-05
1323,00:44.1,230.5801389,-6.94E-05
1324,00:44.1,230.5806033,0.00046441
1325,00:44.2,230.5801997,-0.000403646
1326,00:44.2,230.5802821,8.25E-05
